0	0	0	0	0	0.06	7.33	13.4625	307.7125	1447.95	2890.1375	4140.815	4718.7675	4044.45	3003.2875	2178.13	954.7725	151.88	16.6125	14.9325	3.7025	0	0	0
0	0	0	0	0	0.0425	6.565	12.87	396.96	2418.615	5008.1825	6621.6325	7265.435	7104.815	6348.4325	4578.675	1902.285	242.655	22.8275	14.98	3.7525	0	0	0
0	0	0	0	0	0.0725	6.625	34.285	412.8525	2544.9025	5379.48	6849.7025	7456.425	7393.57	6657.65	4997.6925	2137.4725	288.99	51.0625	18.3775	3.9675	0	0	0
0	0	0	0	0	0.1275	6.9325	44.6225	385.59	2186.1125	4508.025	5536.0175	6202.4625	6521.91	5839.28	4469.3075	1900.34	276.075	48.4525	15.61	3.8725	0	0	0
0	0	0	0	0	0.215	6.955	44.0175	380.2625	2100.665	4848.0925	6315.965	7033.4275	7034.4075	6424.3125	4418.9925	1831.62	283.885	48.6875	15.375	3.8475	0	0	0
0	0	0	0	0	0.3475	6.755	43.625	459.335	2494.02	4771.455	5822.285	6236.84	6088.075	5804.895	4649.7325	2311.05	378.425	48.245	13.9875	3.4025	0	0	0
0	0	0	0	0	0.215	6.1375	43.7475	460.5425	2969.59	5895.675	7128.4375	7432.3725	7378.995	6880.4325	5599.6825	2496.7875	384.235	59.7425	13.74	3.4225	0	0	0
0	0	0	0	0	0.2775	6.1125	43.4075	497.23	2985.3225	5898.765	6926.9975	7262.6825	7250.6325	6733.27	5464.185	2491.995	381.2	47.67	14.37	3.56	0	0	0
0	0	0	0	0	0.2025	5.845	44.3175	431.58	2633.3525	5340.615	6706.99	7040.61	7053.1375	6155.5825	4440.9975	2245.2425	378.195	49.455	13.5075	3.375	0	0	0
0	0	0	0	0	0.12	5.82	43.2475	362.995	2004.69	4227.3425	5391.7125	5874.255	6098.21	5272.3475	3926.03	1871.855	328.47	51.1825	16.315	4.0725	0	0	0
0	0	0	0	0	1.765	8.0925	45.3525	272.135	1440.4625	3104.275	4372.175	5188.8925	5221.08	4613.905	3066.7125	1244.27	212.6575	48.02	14.3825	3.5575	0	0	0
0	0	0	0	0	0.16	6.01	43.9575	276.9125	1628.2625	3659.69	5320.03	6128.3325	6232.2475	5642.3675	4212.8125	1963.015	345.2775	48.6425	14.065	3.48	0	0	0
0	0	0	0	0	0.29	5.9575	43.335	69.0325	257.0575	533.4875	799.4125	892.7125	957.185	943.765	831.455	457.565	120.21	49.65	15.455	3.81	0	0	0
0	0	0	0	0	0.21	6.4	44.49	241.83	1278.4475	2747.225	3967.3575	4562.6425	4735.3	4225.985	2954.575	1328.71	233.51	48.855	15.0725	3.735	0	0	0
0	0	0	0	0	0.1125	6.3	44.4475	326.025	1946.255	4251.41	5197.955	5975.5525	6445.0375	6100.49	5253.1825	3064.27	546.8275	54.2775	20.5575	5.165	0	0	0
0	0	0	0	0	0.0975	6.7875	44.59	347.7625	1805.6725	3349.56	4568.325	4928.1775	4831.8225	3950.8325	2794.0825	1379.655	323.6775	48.695	14.0425	3.445	0	0	0
0	0	0	0	0	0.3475	6.8075	43.305	352.2325	1915.495	4233.1925	5672.2025	6149.29	6073.1425	5456.425	3978.905	2058.6175	499.6925	49.935	19.1525	4.4375	0	0	0
0	0	0	0	0	0.24	6.7875	27.185	547.4875	2982.16	5519.855	6655.17	6926.79	6264.5675	5903.92	4579.0575	2347.7475	460.415	20.72	14.715	3.575	0	0	0
0	0	0	0	0	0.385	6.945	12.54	438.1875	2725.4325	4924.535	5621.115	6305.0725	6132.305	5860.95	5031.9375	2911.5675	612.005	16.9075	14.89	3.67	0	0	0
0	0	0	0	0	0.215	6.665	12.1225	386.7625	2370.1	4617.4175	6106.8275	6815.86	6643.7325	5929.9475	5321.4225	3203.945	634.6775	27.875	17.9	4.44	0	0	0
0	0	0	0	0	0.145	6.6575	12.0975	370.285	2133.595	3258.75	4218.4975	4936.6125	4889.5325	4086.325	2965.9125	1807.6225	429.4975	17.2075	14.4675	3.58	0	0	0
0	0	0	0	0	0.36	7.6	12.9725	482.255	2761.405	4825.795	5838.3975	6824.19	6658.43	6471.15	5536.23	3253.8675	625.435	17.34	13.88	3.3575	0	0	0
0	0	0	0	0	0.2875	6.675	11.9875	346.7	2082.4775	3484.7775	3918.525	4048.6175	3649.93	3037.695	2756.095	2317.045	575.62	17.4975	13.8375	3.395	0	0	0
0	0	0	0	0	0.265	6.8775	12.2275	652.3725	3638.705	6348.64	7778.97	7921.6425	7657.505	6953.355	6375.2225	4210.1	805.745	17.88	13.2025	3.245	0	0	0
0	0	0	0	0	0.0825	6.6775	12.1775	424.8725	2528.28	4803.6625	6200.87	6464.985	6541.32	5718.8375	4518.175	2778.5475	648.6425	17.8975	13.7225	3.345	0	0	0
0	0	0	0	0	0.0975	6.745	12.28	183.6375	1028.03	2247.6975	3528.8325	5160.89	6165.895	5448.24	4938.575	3184.95	784.3225	22.305	14.7025	3.595	0	0	0
0	0	0	0	0	0.13	6.6125	14.735	750.675	3956.745	6785	8005.765	8338.1025	8202.7225	7784.1825	6923.9525	4545.78	1062.3925	35.39	20.275	5.07	0	0	0
0	0	0	0	0	0.1425	7.205	33.655	838.0425	4051.9375	6766.6625	7927.1875	8316.97	8309.095	7713.945	6289.8275	4249.9825	1039.175	55.3325	18.91	4.7125	0	0	0
0	0	0	0	0	3.415	11.79	47.4825	874.825	4371.435	6902.4975	8091.0025	8407.0225	8346.175	7830.345	6882.5	4627.0525	1200.505	60.92	18.8875	4.6975	0	0	0
0	0	0	0	0	3.0825	11.215	48.48	840.355	4185.1675	6655.415	7868.145	8298.3875	8312.1875	7799.54	6575.84	4347.27	1108.075	30.35	17.265	4.3025	0	0	0
0	0	0	0	0	2.97	10.7975	16.2775	785.97	3983.25	5705.825	6721.635	7859.2925	7808.5475	7149.545	5704.17	3386.4925	890.785	34.34	18.2475	4.53	0	0	0
0	0	0	0	0	3.2075	11.12	15.74	647.885	2740.9575	4864.7625	5631.745	6065.805	5821.095	5024.325	3292.235	1443.745	327.74	18.3325	17.5075	4.2775	0	0	0
0	0	0	0	0	3.1975	10.78	14.7325	206.68	1244.3925	2848.57	4041.2625	4884.8675	5489.0025	5657.415	4569.045	2546.6225	722.875	32.595	13.6775	3.435	0	0	0
0	0	0	0	0	0.13	7.2725	12.3575	663.4175	3218.99	5714.135	7285.745	7865.5775	7994.4675	7520.3	6270.015	4138.9875	1167.2925	34.2875	17.64	4.365	0	0	0
0	0	0	0	0	0.1225	10.15	20.7975	867.5925	3649.4725	5688.535	6848.055	7075.555	7149.975	6905.11	6047.875	4070.4125	1172.04	41.645	20.2	4.55	0	0	0
0	0	0	0	0	0.34	10.4325	19.3525	693.37	2967.0175	5058.1075	6248.155	6335.02	6174.98	5711.1375	4839.3725	3397.635	1095.5025	46.1675	17.61	4.4125	0	0	0
