26100.74121	25352.05371	24911.39697	24607.65381	24442.69336	24528.74854	24934.91944	25356.55957	27002.86377	29134.19238	29843.08057	29906.34717	29579.04932	29471.3877	29433.49561	29501.38525	30188.41748	30980.98535	31543.21045	30992.20898	30564.79102	29532.76758	27858.66602	27135.80957
26022.58887	25226.50293	24861.45313	24624.59815	24415.51758	24587.3584	25239.2002	25796.90088	27375.27442	29541.98877	29805.04346	29473.10254	28682.5791	28376.25684	28532.52979	28952.03711	29851.00196	30725.93653	31496.88721	31199.167	30880.03809	29971.41113	28207.41016	27224.24512
26147.52002	25384.65088	25035.55957	24674.71582	24637.81055	24811.27002	25513.3418	26723.95215	29159.71973	31375.89649	31712.35205	31415.42334	30437.92188	30066.87744	30031.03418	30458.5127	31325.06641	32122.54053	32457.20117	31846.12696	31389.44434	30409.63965	28655.95068	27761.4253
26579.38916	25816.56592	25289.61279	25031.19776	24944.84375	25048.86914	25863.58789	26879.38281	29032.78662	31465.08594	31858.4292	31751.90821	30796.7085	30405.29102	30528.59912	30900.20459	31603.45362	32200.0459	32388.53613	31762.53467	31252.50391	30396.93262	28634.02588	27536.5083
26374.43995	25462.67481	24922.33301	24722.27637	24516.1499	24755.6753	25556.85498	26723.40088	29153.25537	31208.92139	31335.13037	31201.21777	30152.42188	29441.55811	29384.50196	29581.48731	30419.82715	31164.71338	31611.0874	31144.7959	30860.21924	29911.16846	28196.5249	27214.50781
26025.44971	25174.68604	24751.21436	24442.14063	24308.59082	24445.38281	25241.18701	26228.41846	28650.79102	30551.48633	30266.84375	29939.3916	28792.71582	28212.43311	28162.7793	28259.3833	29169.89648	30021.1377	30737.8711	30603.11817	30451.98779	29677.74951	28081.24658	27294.54151
26147.36036	25335.4126	24811.88574	24629.97461	24446.32862	24612.56006	25172.27637	26138.92627	27900.45313	29449.12549	29291.1875	28872.27588	27953.69336	27621.48487	27407.41357	27664.18799	28522.2251	29705.20947	30712.78125	30322.62891	30066.79541	29288.60938	27714.87354	26983.64112
25895.81348	25159.48194	24681.17774	24420.98682	24359.05371	24527.4248	25065.58057	25651.89551	27135.20606	28770.16407	28618.95508	28242.4043	27376.84131	27033.65235	26927.70459	27227.77881	28086.47803	29281.71533	30233.55957	30131.91406	29981.02246	29351.85059	27670.83643	26735.12744
25648.14502	24785.35742	24346.14014	24138.55225	24120.63916	24244.74024	25051.4043	26176.64893	28397.04639	30322.14551	30256.28662	29838.25684	28785.4126	28142.375	28152.13672	28497.00586	29285.15918	30261.43701	30764.09473	30570.92481	30188.16944	29266.44531	27583.37451	26888.56982
25652.3628	24867.14502	24251.19873	23991.64404	23843.89014	23985.26367	24751.51612	25700.18115	27869.83399	29778.76367	29866.95899	29512.0459	28695.4165	28396.69971	28446.9961	28763.29785	29536.0083	30338.93457	30812.25098	30250.68262	29918.01416	29184.69922	27579.97754	27000.13867
